Khách hàng,Sản phẩm,Ngày mua,Giá trị,Xu hướng mua sắm,Số lượng,Độ tin cậy của khách hàng,Khu vực,Thời gian mua sắm,Phương pháp thanh toán,Chiến dịch quảng cáo
KH265,SP005,15/1/2022,182,Giảm,217,Thấp,Khu vực B,Buổi tối,Thấp,CD26
KH266,SP001,29/1/2022,76,Giảm,83,Trung bình,Khu vực A,Buổi sáng,Cao,CD49
KH267,SP005,3/1/2022,269,Tăng,160,Trung bình,Khu vực B,Buổi chiều,Thấp,CD44
KH268,SP004,15/1/2022,191,Giảm,178,Thấp,Khu vực A,Buổi chiều,Cao,CD12
KH269,SP001,6/1/2022,203,Tăng,154,Trung bình,Khu vực A,Buổi chiều,Cao,CD48
KH270,SP002,1/1/2022,69,Giảm,272,Thấp,Khu vực A,Buổi chiều,Thấp,CD10
KH271,SP003,24/1/2022,477,Tăng,300,Trung bình,Khu vực C,Buổi chiều,Thấp,CD35
KH272,SP005,13/1/2022,135,Giảm,50,Cao,Khu vực C,Buổi sáng,Cao,CD8
KH273,SP004,9/1/2022,473,Tăng,288,Thấp,Khu vực C,Buổi chiều,Cao,CD7
KH274,SP005,13/1/2022,93,Giảm,30,Thấp,Khu vực C,Buổi tối,Cao,CD5
KH275,SP001,27/1/2022,238,Tăng,269,Trung bình,Khu vực A,Buổi tối,Cao,CD38
KH276,SP004,5/1/2022,173,Giảm,153,Trung bình,Khu vực A,Buổi tối,Thấp,CD8
KH277,SP005,19/1/2022,84,Giảm,82,Trung bình,Khu vực B,Buổi tối,Thấp,CD23
KH278,SP005,11/1/2022,398,Tăng,231,Cao,Khu vực A,Buổi chiều,Cao,CD41
KH279,SP003,23/1/2022,344,Tăng,32,Trung bình,Khu vực C,Buổi tối,Cao,CD15
KH280,SP001,8/1/2022,103,Giảm,153,Cao,Khu vực A,Buổi chiều,Cao,CD42
KH281,SP004,25/1/2022,264,Tăng,97,Trung bình,Khu vực B,Buổi chiều,Thấp,CD46
KH282,SP002,4/1/2022,189,Giảm,183,Trung bình,Khu vực A,Buổi tối,Cao,CD18
KH283,SP004,24/1/2022,233,Tăng,234,Cao,Khu vực A,Buổi chiều,Thấp,CD9
KH284,SP001,11/1/2022,137,Giảm,138,Cao,Khu vực C,Buổi tối,Cao,CD36
KH285,SP002,18/1/2022,304,Tăng,88,Trung bình,Khu vực C,Buổi tối,Thấp,CD29
KH286,SP001,17/1/2022,80,Giảm,80,Thấp,Khu vực B,Buổi tối,Cao,CD7
KH287,SP004,1/1/2022,135,Giảm,144,Trung bình,Khu vực A,Buổi tối,Thấp,CD31
KH288,SP002,9/1/2022,167,Giảm,257,Cao,Khu vực B,Buổi chiều,Cao,CD25
KH289,SP001,1/1/2022,364,Tăng,80,Trung bình,Khu vực C,Buổi tối,Thấp,CD20
KH290,SP005,31/1/2022,99,Giảm,221,Cao,Khu vực C,Buổi tối,Thấp,CD47
KH291,SP003,9/1/2022,82,Giảm,102,Cao,Khu vực C,Buổi tối,Cao,CD23
KH292,SP002,8/1/2022,179,Giảm,35,Thấp,Khu vực B,Buổi chiều,Cao,CD11
KH293,SP003,31/1/2022,329,Tăng,270,Cao,Khu vực A,Buổi sáng,Cao,CD28
KH294,SP001,6/1/2022,83,Giảm,77,Cao,Khu vực C,Buổi tối,Cao,CD27
KH295,SP003,9/1/2022,198,Giảm,216,Cao,Khu vực B,Buổi tối,Thấp,CD50
KH296,SP005,13/1/2022,167,Giảm,250,Cao,Khu vực C,Buổi chiều,Cao,CD4
KH297,SP001,31/1/2022,446,Tăng,35,Trung bình,Khu vực C,Buổi tối,Cao,CD21
KH298,SP005,25/1/2022,101,Giảm,170,Trung bình,Khu vực B,Buổi chiều,Thấp,CD3
KH299,SP002,24/1/2022,192,Giảm,279,Trung bình,Khu vực A,Buổi sáng,Cao,CD2
KH300,SP003,11/1/2022,119,Giảm,74,Thấp,Khu vực A,Buổi tối,Thấp,CD38
KH301,SP001,9/1/2022,330,Tăng,70,Cao,Khu vực A,Buổi sáng,Thấp,CD25
KH302,SP005,29/1/2022,187,Giảm,219,Thấp,Khu vực C,Buổi sáng,Cao,CD10
KH303,SP002,21/1/2022,352,Tăng,110,Cao,Khu vực A,Buổi chiều,Cao,CD19
KH304,SP002,31/1/2022,184,Giảm,181,Trung bình,Khu vực A,Buổi sáng,Cao,CD36
KH305,SP004,31/1/2022,444,Tăng,283,Trung bình,Khu vực B,Buổi sáng,Thấp,CD20
KH306,SP003,21/1/2022,247,Tăng,203,Cao,Khu vực B,Buổi sáng,Thấp,CD29
KH307,SP005,26/1/2022,173,Giảm,274,Thấp,Khu vực C,Buổi chiều,Thấp,CD20
KH308,SP003,24/1/2022,446,Tăng,62,Thấp,Khu vực A,Buổi sáng,Thấp,CD32
KH309,SP004,31/1/2022,376,Tăng,254,Cao,Khu vực B,Buổi sáng,Thấp,CD19
KH310,SP004,28/1/2022,354,Tăng,81,Thấp,Khu vực B,Buổi sáng,Cao,CD10
KH311,SP001,18/1/2022,65,Giảm,78,Trung bình,Khu vực A,Buổi sáng,Thấp,CD30
KH312,SP003,11/1/2022,406,Tăng,227,Trung bình,Khu vực B,Buổi tối,Thấp,CD44
KH313,SP001,23/1/2022,184,Giảm,73,Cao,Khu vực A,Buổi tối,Thấp,CD18
KH314,SP002,1/1/2022,82,Giảm,204,Trung bình,Khu vực C,Buổi tối,Thấp,CD3
KH315,SP005,11/1/2022,239,Tăng,172,Trung bình,Khu vực B,Buổi chiều,Cao,CD46
KH316,SP001,27/1/2022,429,Tăng,110,Thấp,Khu vực A,Buổi sáng,Cao,CD35
KH317,SP002,13/1/2022,202,Tăng,107,Trung bình,Khu vực B,Buổi sáng,Cao,CD26
KH318,SP002,28/1/2022,51,Giảm,143,Trung bình,Khu vực A,Buổi sáng,Thấp,CD4
KH319,SP001,23/1/2022,358,Tăng,160,Thấp,Khu vực B,Buổi sáng,Cao,CD2
KH320,SP005,21/1/2022,336,Tăng,290,Thấp,Khu vực C,Buổi tối,Thấp,CD37
KH321,SP004,11/1/2022,101,Giảm,280,Thấp,Khu vực A,Buổi chiều,Thấp,CD34
KH322,SP004,13/1/2022,95,Giảm,118,Cao,Khu vực B,Buổi tối,Thấp,CD47
KH323,SP002,13/1/2022,282,Tăng,37,Thấp,Khu vực C,Buổi sáng,Cao,CD34
KH324,SP001,26/1/2022,475,Tăng,157,Trung bình,Khu vực A,Buổi chiều,Cao,CD32
KH325,SP005,29/1/2022,135,Giảm,135,Cao,Khu vực A,Buổi sáng,Thấp,CD45
KH326,SP002,9/1/2022,200,Tăng,122,Thấp,Khu vực A,Buổi tối,Cao,CD6
KH327,SP005,8/1/2022,176,Giảm,141,Trung bình,Khu vực A,Buổi sáng,Cao,CD15
KH328,SP005,21/1/2022,331,Tăng,255,Trung bình,Khu vực A,Buổi chiều,Cao,CD25
KH329,SP001,31/1/2022,245,Tăng,92,Cao,Khu vực B,Buổi sáng,Cao,CD37
KH330,SP004,3/1/2022,424,Tăng,202,Trung bình,Khu vực A,Buổi sáng,Thấp,CD24
KH331,SP005,19/1/2022,322,Tăng,56,Thấp,Khu vực C,Buổi tối,Thấp,CD11
KH332,SP001,9/1/2022,485,Tăng,51,Thấp,Khu vực A,Buổi tối,Thấp,CD5
KH333,SP004,19/1/2022,128,Giảm,67,Thấp,Khu vực C,Buổi chiều,Thấp,CD23
KH334,SP004,31/1/2022,114,Giảm,161,Cao,Khu vực C,Buổi sáng,Thấp,CD30
KH335,SP001,31/1/2022,68,Giảm,252,Cao,Khu vực C,Buổi chiều,Thấp,CD48
KH336,SP003,16/1/2022,277,Tăng,151,Trung bình,Khu vực A,Buổi sáng,Thấp,CD46
KH337,SP005,21/1/2022,383,Tăng,202,Cao,Khu vực A,Buổi tối,Cao,CD22
KH338,SP003,1/1/2022,459,Tăng,185,Cao,Khu vực B,Buổi chiều,Thấp,CD18
KH339,SP005,1/1/2022,178,Giảm,71,Trung bình,Khu vực B,Buổi tối,Cao,CD23
KH340,SP002,17/1/2022,76,Giảm,33,Cao,Khu vực A,Buổi sáng,Thấp,CD40
KH341,SP002,19/1/2022,280,Tăng,50,Thấp,Khu vực A,Buổi sáng,Cao,CD49
KH342,SP003,1/1/2022,305,Tăng,208,Trung bình,Khu vực C,Buổi tối,Thấp,CD41
KH343,SP002,9/1/2022,390,Tăng,114,Thấp,Khu vực A,Buổi tối,Thấp,CD17
KH344,SP002,9/1/2022,290,Tăng,150,Cao,Khu vực B,Buổi sáng,Thấp,CD28
KH345,SP004,14/1/2022,171,Giảm,193,Trung bình,Khu vực C,Buổi chiều,Cao,CD19
KH346,SP001,8/1/2022,415,Tăng,58,Cao,Khu vực C,Buổi sáng,Thấp,CD16
KH347,SP003,24/1/2022,162,Giảm,250,Thấp,Khu vực A,Buổi chiều,Thấp,CD50
KH348,SP003,3/1/2022,136,Giảm,86,Thấp,Khu vực A,Buổi tối,Cao,CD49
KH349,SP002,31/1/2022,153,Giảm,204,Cao,Khu vực B,Buổi tối,Cao,CD44
KH350,SP005,28/1/2022,52,Giảm,83,Thấp,Khu vực B,Buổi chiều,Thấp,CD26
KH351,SP004,31/1/2022,147,Giảm,121,Trung bình,Khu vực C,Buổi chiều,Thấp,CD20
KH352,SP001,3/1/2022,469,Tăng,78,Cao,Khu vực C,Buổi tối,Cao,CD35
KH353,SP002,21/1/2022,464,Tăng,189,Trung bình,Khu vực B,Buổi sáng,Thấp,CD49
KH354,SP005,4/1/2022,55,Giảm,56,Trung bình,Khu vực C,Buổi sáng,Thấp,CD42
KH355,SP004,25/1/2022,177,Giảm,170,Cao,Khu vực B,Buổi tối,Cao,CD9
KH356,SP002,4/1/2022,164,Giảm,95,Thấp,Khu vực A,Buổi chiều,Cao,CD30
KH357,SP003,19/1/2022,218,Tăng,158,Cao,Khu vực A,Buổi chiều,Thấp,CD7
KH358,SP004,21/1/2022,135,Giảm,275,Thấp,Khu vực C,Buổi chiều,Cao,CD34
KH359,SP001,24/1/2022,155,Giảm,218,Cao,Khu vực C,Buổi sáng,Thấp,CD36
KH360,SP004,21/1/2022,117,Giảm,151,Cao,Khu vực A,Buổi chiều,Cao,CD15
KH361,SP003,23/1/2022,321,Tăng,136,Trung bình,Khu vực B,Buổi chiều,Cao,CD37
KH362,SP001,4/1/2022,126,Giảm,263,Thấp,Khu vực B,Buổi tối,Cao,CD31
KH363,SP002,27/1/2022,370,Tăng,76,Cao,Khu vực C,Buổi tối,Cao,CD49
KH364,SP003,31/1/2022,171,Giảm,293,Cao,Khu vực C,Buổi sáng,Cao,CD32
KH365,SP002,11/1/2022,56,Giảm,56,Thấp,Khu vực B,Buổi sáng,Thấp,CD44
KH366,SP001,18/1/2022,279,Tăng,171,Trung bình,Khu vực B,Buổi sáng,Thấp,CD20
KH367,SP004,14/1/2022,355,Tăng,115,Thấp,Khu vực A,Buổi chiều,Thấp,CD45
KH368,SP001,23/1/2022,156,Giảm,177,Thấp,Khu vực B,Buổi tối,Thấp,CD46
KH369,SP001,4/1/2022,351,Tăng,161,Cao,Khu vực B,Buổi tối,Thấp,CD5
KH370,SP003,1/1/2022,74,Giảm,210,Trung bình,Khu vực B,Buổi chiều,Thấp,CD17
KH371,SP001,1/1/2022,122,Giảm,83,Thấp,Khu vực C,Buổi tối,Thấp,CD28
KH372,SP003,6/1/2022,128,Giảm,214,Trung bình,Khu vực C,Buổi tối,Cao,CD25
KH373,SP004,17/1/2022,115,Giảm,175,Trung bình,Khu vực B,Buổi tối,Thấp,CD31
KH374,SP002,18/1/2022,458,Tăng,165,Thấp,Khu vực B,Buổi tối,Cao,CD13
KH375,SP001,21/1/2022,81,Giảm,180,Thấp,Khu vực B,Buổi sáng,Thấp,CD10
KH376,SP004,23/1/2022,118,Giảm,211,Cao,Khu vực A,Buổi tối,Cao,CD2
KH377,SP003,14/1/2022,392,Tăng,193,Cao,Khu vực A,Buổi chiều,Cao,CD50
KH378,SP003,9/1/2022,407,Tăng,34,Trung bình,Khu vực A,Buổi chiều,Cao,CD15
KH379,SP005,11/1/2022,469,Tăng,168,Cao,Khu vực C,Buổi tối,Thấp,CD3
KH380,SP002,7/1/2022,62,Giảm,76,Cao,Khu vực C,Buổi sáng,Cao,CD34
KH381,SP002,31/1/2022,354,Tăng,271,Thấp,Khu vực A,Buổi chiều,Thấp,CD9
KH382,SP001,15/1/2022,475,Tăng,30,Thấp,Khu vực A,Buổi sáng,Cao,CD34
KH383,SP002,7/1/2022,488,Tăng,171,Trung bình,Khu vực B,Buổi chiều,Thấp,CD6
KH384,SP003,5/1/2022,304,Tăng,106,Thấp,Khu vực B,Buổi sáng,Cao,CD11
KH385,SP004,7/1/2022,301,Tăng,206,Thấp,Khu vực B,Buổi tối,Thấp,CD19
KH386,SP005,1/1/2022,473,Tăng,265,Trung bình,Khu vực B,Buổi chiều,Thấp,CD8
KH387,SP001,9/1/2022,240,Tăng,33,Trung bình,Khu vực C,Buổi chiều,Cao,CD12
KH388,SP002,6/1/2022,272,Tăng,110,Cao,Khu vực C,Buổi sáng,Cao,CD2
KH389,SP003,9/1/2022,185,Giảm,69,Thấp,Khu vực C,Buổi sáng,Cao,CD22
KH390,SP002,7/1/2022,493,Tăng,115,Trung bình,Khu vực A,Buổi tối,Thấp,CD38
KH391,SP001,4/1/2022,481,Tăng,219,Thấp,Khu vực B,Buổi sáng,Thấp,CD41
KH392,SP001,4/1/2022,87,Giảm,276,Trung bình,Khu vực B,Buổi tối,Thấp,CD1
KH393,SP003,17/1/2022,325,Tăng,270,Trung bình,Khu vực B,Buổi tối,Thấp,CD26
KH394,SP005,14/1/2022,190,Giảm,231,Cao,Khu vực B,Buổi tối,Thấp,CD47
KH395,SP003,27/1/2022,147,Giảm,226,Thấp,Khu vực C,Buổi tối,Thấp,CD44
KH396,SP005,1/1/2022,201,Tăng,118,Trung bình,Khu vực A,Buổi chiều,Cao,CD23
KH397,SP004,17/1/2022,262,Tăng,268,Trung bình,Khu vực C,Buổi chiều,Cao,CD20
KH398,SP004,24/1/2022,355,Tăng,214,Thấp,Khu vực C,Buổi tối,Thấp,CD40
KH399,SP004,4/1/2022,157,Giảm,75,Thấp,Khu vực B,Buổi chiều,Cao,CD22
KH400,SP001,7/1/2022,52,Giảm,90,Trung bình,Khu vực A,Buổi tối,Thấp,CD23
KH401,SP003,11/1/2022,242,Tăng,73,Trung bình,Khu vực A,Buổi chiều,Cao,CD2
KH402,SP005,21/1/2022,290,Tăng,102,Thấp,Khu vực A,Buổi tối,Cao,CD30
KH403,SP002,21/1/2022,112,Giảm,102,Thấp,Khu vực B,Buổi tối,Cao,CD4
KH404,SP004,4/1/2022,462,Tăng,276,Thấp,Khu vực A,Buổi sáng,Thấp,CD31
KH405,SP002,11/1/2022,345,Tăng,138,Thấp,Khu vực B,Buổi tối,Thấp,CD10
KH406,SP001,21/1/2022,494,Tăng,129,Thấp,Khu vực C,Buổi chiều,Cao,CD17
KH407,SP001,1/1/2022,69,Giảm,110,Cao,Khu vực B,Buổi chiều,Cao,CD44
KH408,SP001,13/1/2022,319,Tăng,151,Thấp,Khu vực C,Buổi tối,Thấp,CD34
KH409,SP004,31/1/2022,287,Tăng,107,Thấp,Khu vực C,Buổi sáng,Thấp,CD5
KH410,SP004,11/1/2022,164,Giảm,292,Cao,Khu vực A,Buổi sáng,Thấp,CD23
KH411,SP005,17/1/2022,451,Tăng,75,Cao,Khu vực C,Buổi tối,Thấp,CD39
KH412,SP003,14/1/2022,500,Tăng,43,Thấp,Khu vực A,Buổi sáng,Cao,CD30
KH413,SP005,11/1/2022,475,Tăng,293,Trung bình,Khu vực C,Buổi sáng,Thấp,CD16
KH414,SP001,17/1/2022,409,Tăng,74,Thấp,Khu vực B,Buổi sáng,Cao,CD38
KH415,SP004,25/1/2022,376,Tăng,223,Cao,Khu vực A,Buổi chiều,Cao,CD16
KH416,SP002,6/1/2022,320,Tăng,71,Trung bình,Khu vực C,Buổi tối,Cao,CD9
KH417,SP002,21/1/2022,241,Tăng,109,Trung bình,Khu vực B,Buổi chiều,Cao,CD15
KH418,SP004,1/1/2022,261,Tăng,112,Thấp,Khu vực A,Buổi tối,Cao,CD42
KH419,SP005,9/1/2022,176,Giảm,143,Thấp,Khu vực A,Buổi chiều,Thấp,CD23
KH420,SP003,27/1/2022,440,Tăng,270,Thấp,Khu vực B,Buổi sáng,Cao,CD40
KH421,SP005,14/1/2022,174,Giảm,143,Trung bình,Khu vực C,Buổi sáng,Cao,CD38
KH422,SP002,24/1/2022,270,Tăng,190,Trung bình,Khu vực C,Buổi chiều,Thấp,CD35
KH423,SP002,5/1/2022,241,Tăng,86,Thấp,Khu vực C,Buổi tối,Thấp,CD33
KH424,SP004,19/1/2022,130,Giảm,118,Trung bình,Khu vực B,Buổi sáng,Cao,CD36
KH425,SP002,8/1/2022,158,Giảm,182,Cao,Khu vực B,Buổi sáng,Cao,CD48
KH426,SP005,5/1/2022,107,Giảm,242,Thấp,Khu vực B,Buổi tối,Thấp,CD41
KH427,SP005,23/1/2022,490,Tăng,70,Cao,Khu vực A,Buổi tối,Cao,CD11
KH428,SP003,21/1/2022,113,Giảm,48,Cao,Khu vực A,Buổi chiều,Cao,CD46
KH429,SP002,7/1/2022,375,Tăng,290,Thấp,Khu vực A,Buổi chiều,Thấp,CD37
KH430,SP005,18/1/2022,236,Tăng,33,Cao,Khu vực B,Buổi sáng,Cao,CD44
KH431,SP005,31/1/2022,71,Giảm,257,Trung bình,Khu vực C,Buổi chiều,Thấp,CD16
KH432,SP001,25/1/2022,87,Giảm,85,Thấp,Khu vực A,Buổi chiều,Cao,CD26
KH433,SP001,17/1/2022,64,Giảm,37,Trung bình,Khu vực C,Buổi tối,Thấp,CD15
KH434,SP005,14/1/2022,220,Tăng,224,Thấp,Khu vực B,Buổi chiều,Cao,CD24
KH435,SP001,31/1/2022,214,Tăng,296,Thấp,Khu vực B,Buổi chiều,Cao,CD40
KH436,SP002,21/1/2022,210,Tăng,217,Cao,Khu vực A,Buổi sáng,Thấp,CD28
KH437,SP005,23/1/2022,366,Tăng,229,Cao,Khu vực A,Buổi chiều,Cao,CD7
KH438,SP003,7/1/2022,335,Tăng,196,Cao,Khu vực B,Buổi chiều,Cao,CD43
KH439,SP002,1/1/2022,133,Giảm,34,Trung bình,Khu vực C,Buổi tối,Thấp,CD29
KH440,SP001,1/1/2022,357,Tăng,120,Cao,Khu vực C,Buổi sáng,Thấp,CD5
KH441,SP001,15/1/2022,198,Giảm,219,Trung bình,Khu vực A,Buổi chiều,Thấp,CD6
KH442,SP005,23/1/2022,238,Tăng,289,Trung bình,Khu vực B,Buổi sáng,Cao,CD48
KH443,SP002,21/1/2022,214,Tăng,83,Cao,Khu vực C,Buổi sáng,Thấp,CD3
KH444,SP005,21/1/2022,231,Tăng,142,Trung bình,Khu vực B,Buổi chiều,Cao,CD5
KH445,SP004,4/1/2022,276,Tăng,250,Cao,Khu vực B,Buổi tối,Thấp,CD27
KH446,SP002,26/1/2022,336,Tăng,271,Thấp,Khu vực A,Buổi chiều,Cao,CD23
KH447,SP005,23/1/2022,61,Giảm,189,Trung bình,Khu vực C,Buổi chiều,Thấp,CD35
KH448,SP003,26/1/2022,57,Giảm,243,Trung bình,Khu vực A,Buổi tối,Thấp,CD8
KH449,SP003,6/1/2022,121,Giảm,239,Cao,Khu vực A,Buổi chiều,Cao,CD24
KH450,SP001,8/1/2022,245,Tăng,34,Thấp,Khu vực B,Buổi tối,Cao,CD30
KH451,SP001,11/1/2022,489,Tăng,52,Thấp,Khu vực B,Buổi tối,Cao,CD43
KH452,SP003,28/1/2022,142,Giảm,147,Thấp,Khu vực C,Buổi chiều,Thấp,CD10
KH453,SP004,28/1/2022,169,Giảm,48,Thấp,Khu vực C,Buổi tối,Thấp,CD45
KH454,SP004,8/1/2022,499,Tăng,44,Thấp,Khu vực B,Buổi tối,Thấp,CD3
KH455,SP005,14/1/2022,188,Giảm,62,Thấp,Khu vực A,Buổi chiều,Thấp,CD14
KH456,SP001,31/1/2022,128,Giảm,202,Trung bình,Khu vực C,Buổi chiều,Cao,CD33
KH457,SP004,13/1/2022,213,Tăng,197,Trung bình,Khu vực C,Buổi chiều,Thấp,CD35
KH458,SP003,16/1/2022,427,Tăng,236,Thấp,Khu vực B,Buổi sáng,Cao,CD17
KH459,SP001,27/1/2022,233,Tăng,146,Cao,Khu vực B,Buổi tối,Cao,CD1
KH460,SP003,21/1/2022,241,Tăng,171,Trung bình,Khu vực A,Buổi sáng,Cao,CD34
KH461,SP005,3/1/2022,457,Tăng,120,Thấp,Khu vực C,Buổi sáng,Cao,CD15
KH462,SP001,18/1/2022,120,Giảm,152,Trung bình,Khu vực A,Buổi chiều,Thấp,CD20
KH463,SP003,17/1/2022,282,Tăng,262,Thấp,Khu vực A,Buổi sáng,Cao,CD36
KH464,SP002,7/1/2022,162,Giảm,254,Cao,Khu vực B,Buổi sáng,Thấp,CD40
KH465,SP003,28/1/2022,343,Tăng,110,Cao,Khu vực B,Buổi tối,Thấp,CD41
KH466,SP001,21/1/2022,221,Tăng,57,Trung bình,Khu vực B,Buổi tối,Cao,CD34
KH467,SP003,18/1/2022,306,Tăng,96,Cao,Khu vực C,Buổi chiều,Cao,CD12
KH468,SP005,15/1/2022,105,Giảm,257,Thấp,Khu vực C,Buổi tối,Thấp,CD26
KH469,SP005,19/1/2022,333,Tăng,230,Trung bình,Khu vực B,Buổi tối,Thấp,CD8
KH470,SP001,1/1/2022,296,Tăng,75,Thấp,Khu vực C,Buổi tối,Cao,CD2
KH471,SP005,21/1/2022,226,Tăng,219,Thấp,Khu vực C,Buổi sáng,Cao,CD36
KH472,SP002,25/1/2022,141,Giảm,261,Trung bình,Khu vực B,Buổi sáng,Cao,CD16
KH473,SP005,13/1/2022,494,Tăng,256,Trung bình,Khu vực A,Buổi chiều,Cao,CD29
KH474,SP001,13/1/2022,112,Giảm,196,Cao,Khu vực A,Buổi chiều,Thấp,CD23
KH475,SP004,19/1/2022,230,Tăng,271,Cao,Khu vực B,Buổi sáng,Thấp,CD18
KH476,SP001,7/1/2022,333,Tăng,58,Cao,Khu vực C,Buổi sáng,Thấp,CD45
KH477,SP004,15/1/2022,140,Giảm,30,Thấp,Khu vực B,Buổi tối,Thấp,CD36
KH478,SP004,27/1/2022,452,Tăng,283,Cao,Khu vực C,Buổi tối,Cao,CD5
KH479,SP001,28/1/2022,124,Giảm,211,Thấp,Khu vực C,Buổi tối,Cao,CD27
KH480,SP003,3/1/2022,379,Tăng,266,Cao,Khu vực B,Buổi sáng,Cao,CD3
KH481,SP004,24/1/2022,229,Tăng,86,Trung bình,Khu vực A,Buổi tối,Cao,CD24
KH482,SP004,1/1/2022,204,Tăng,134,Thấp,Khu vực C,Buổi chiều,Cao,CD50
KH483,SP001,11/1/2022,312,Tăng,45,Thấp,Khu vực B,Buổi sáng,Cao,CD12
KH484,SP001,23/1/2022,72,Giảm,125,Thấp,Khu vực A,Buổi sáng,Cao,CD28
KH485,SP003,23/1/2022,92,Giảm,130,Trung bình,Khu vực B,Buổi chiều,Cao,CD37
KH486,SP001,11/1/2022,470,Tăng,211,Thấp,Khu vực B,Buổi sáng,Cao,CD47
KH487,SP002,11/1/2022,197,Giảm,289,Trung bình,Khu vực A,Buổi sáng,Cao,CD13
KH488,SP004,3/1/2022,264,Tăng,153,Trung bình,Khu vực A,Buổi sáng,Cao,CD35
KH489,SP005,29/1/2022,227,Tăng,129,Cao,Khu vực A,Buổi tối,Cao,CD4
KH490,SP001,13/1/2022,110,Giảm,53,Cao,Khu vực A,Buổi tối,Thấp,CD15
KH491,SP001,4/1/2022,224,Tăng,239,Trung bình,Khu vực C,Buổi sáng,Thấp,CD38
KH492,SP001,9/1/2022,303,Tăng,77,Trung bình,Khu vực B,Buổi sáng,Cao,CD17
KH493,SP001,27/1/2022,240,Tăng,138,Trung bình,Khu vực A,Buổi tối,Cao,CD19
KH494,SP001,24/1/2022,148,Giảm,297,Trung bình,Khu vực C,Buổi sáng,Cao,CD17
KH495,SP001,3/1/2022,174,Giảm,48,Cao,Khu vực C,Buổi chiều,Cao,CD20
KH496,SP002,4/1/2022,282,Tăng,284,Thấp,Khu vực B,Buổi tối,Cao,CD28
KH497,SP005,7/1/2022,77,Giảm,240,Cao,Khu vực A,Buổi chiều,Cao,CD7
KH498,SP001,21/1/2022,498,Tăng,105,Trung bình,Khu vực A,Buổi tối,Cao,CD24
KH499,SP005,29/1/2022,436,Tăng,217,Cao,Khu vực A,Buổi chiều,Thấp,CD17
KH500,SP002,11/1/2022,344,Tăng,68,Thấp,Khu vực A,Buổi tối,Cao,CD25
KH501,SP002,11/1/2022,182,Giảm,96,Cao,Khu vực C,Buổi chiều,Thấp,CD41
KH502,SP004,19/1/2022,320,Tăng,97,Trung bình,Khu vực C,Buổi sáng,Thấp,CD9
KH503,SP005,4/1/2022,52,Giảm,241,Trung bình,Khu vực B,Buổi chiều,Thấp,CD43
KH504,SP003,31/1/2022,312,Tăng,256,Trung bình,Khu vực C,Buổi chiều,Cao,CD43
KH505,SP004,19/1/2022,445,Tăng,75,Trung bình,Khu vực B,Buổi sáng,Cao,CD50
KH506,SP005,18/1/2022,310,Tăng,66,Trung bình,Khu vực B,Buổi tối,Cao,CD17
KH507,SP004,21/1/2022,404,Tăng,256,Thấp,Khu vực B,Buổi chiều,Thấp,CD11
KH508,SP004,6/1/2022,485,Tăng,116,Thấp,Khu vực C,Buổi sáng,Cao,CD43
KH509,SP001,8/1/2022,50,Giảm,287,Cao,Khu vực B,Buổi sáng,Cao,CD31
KH510,SP002,3/1/2022,364,Tăng,243,Thấp,Khu vực B,Buổi tối,Cao,CD4
KH511,SP004,31/1/2022,457,Tăng,286,Cao,Khu vực A,Buổi chiều,Thấp,CD17
KH512,SP005,27/1/2022,397,Tăng,202,Cao,Khu vực C,Buổi sáng,Cao,CD34
KH513,SP002,31/1/2022,278,Tăng,284,Cao,Khu vực A,Buổi tối,Cao,CD34
KH514,SP004,25/1/2022,119,Giảm,269,Thấp,Khu vực C,Buổi chiều,Cao,CD19
KH515,SP001,3/1/2022,70,Giảm,277,Cao,Khu vực B,Buổi tối,Cao,CD33
KH516,SP002,21/1/2022,130,Giảm,254,Thấp,Khu vực A,Buổi chiều,Cao,CD47
KH517,SP003,3/1/2022,93,Giảm,57,Thấp,Khu vực A,Buổi sáng,Thấp,CD37
KH518,SP001,3/1/2022,414,Tăng,65,Trung bình,Khu vực C,Buổi sáng,Thấp,CD47
KH519,SP004,24/1/2022,258,Tăng,168,Cao,Khu vực C,Buổi sáng,Cao,CD5
KH520,SP004,24/1/2022,52,Giảm,88,Thấp,Khu vực A,Buổi tối,Cao,CD33
KH521,SP001,16/1/2022,98,Giảm,241,Cao,Khu vực B,Buổi chiều,Thấp,CD5
KH522,SP004,3/1/2022,339,Tăng,229,Thấp,Khu vực C,Buổi sáng,Cao,CD33
KH523,SP002,17/1/2022,486,Tăng,263,Cao,Khu vực C,Buổi tối,Cao,CD24
KH524,SP005,18/1/2022,328,Tăng,82,Trung bình,Khu vực C,Buổi sáng,Cao,CD31
KH525,SP003,8/1/2022,270,Tăng,87,Cao,Khu vực A,Buổi tối,Cao,CD14
KH526,SP002,14/1/2022,174,Giảm,240,Thấp,Khu vực B,Buổi sáng,Cao,CD32
KH527,SP005,28/1/2022,117,Giảm,151,Thấp,Khu vực C,Buổi sáng,Cao,CD37
KH528,SP003,16/1/2022,224,Tăng,188,Trung bình,Khu vực B,Buổi sáng,Cao,CD6
KH529,SP003,7/1/2022,331,Tăng,234,Thấp,Khu vực A,Buổi sáng,Thấp,CD18
KH530,SP005,11/1/2022,428,Tăng,237,Thấp,Khu vực B,Buổi tối,Thấp,CD3
